Tanggal,Wilayah,Stasiun,Temperatur minimum,Temperatur maksimum,Temperatur rata-rata,Kelembapan rata-rata,Curah hujan, Lamanya penyinaran matahari ,Kecepatan angin maksimum,Arah angin saat kecepatan maksimum ,Kecepatan angin rata-rata,Arah angin terbanyak,
16-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,27.4,26.5,91,3.7,4.6,5,100,1,C ,
17-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.6,31.3,28.1,82,13.4,0,4,90,1,C ,
18-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.7,31.8,28.8,83,0,2.1,5,80,2,C ,
19-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,31.4,27.9,88,0,4.8,3,190,1,C ,
20-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.4,32.8,28.7,81,17.3,2.9,5,90,3,SE,
21-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,32.8,29.5,79,0,7.1,5,40,2,NE,
22-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.3,33.6,29.6,80,0,7.3,5,90,2,C ,
23-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,33.4,29.8,78,0,6.7,6,60,2,C ,
24-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,31.8,28.7,84,3.5,7.2,4,40,1,C ,
25-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32,28.8,86,2,7.7,5,60,2,C ,
26-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,31.6,28.5,83,1.5,6.2,3,340,1,C ,
27-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.2,28.8,80,9.5,8.6,5,30,2,C ,
28-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,32.6,28.8,74,0,7.9,5,60,2,C ,
29-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.4,32.4,28.9,79,36.7,8.9,3,340,1,C ,
30-06-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.7,29.2,76,0,8.2,7,50,2,C ,
1/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,32.4,29.5,79,0,7.3,4,60,1,C ,
2/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,32,29.4,79,0,5.2,5,10,1,C ,
3/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,32,29.3,78,0,1.7,5,360,1,C ,
4/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.9,32.7,29.2,76,0,5.1,6,10,3,N ,
5/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.9,33.6,29.4,77,0,8.6,6,10,1,C ,
6/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,29.8,27.9,84,0,8.2,3,50,1,C ,
7/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,30.2,27.3,88,5.5,0.1,6,10,1,C ,
8/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32.1,28.2,81,4.3,1.7,7,10,2,N ,
9/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,33.4,28.9,78,0,3,8,20,4,N ,
10/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.1,33.4,29.3,79,0,6.5,8,20,4,N ,
11/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.7,32.2,28.9,76,0,6.2,4,10,2,N ,
12/7/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.2,29.2,79,1.5,8.7,3,10,1,C ,
13-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.8,29.2,75,0,8.3,4,10,1,C ,
14-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.6,29.4,74,0,5.5,6,10,2,NE,
15-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,32.6,29.2,78,0,9.3,5,10,1,C ,
16-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.1,29.1,77,0,6.3,5,10,2,N ,
17-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.9,32.4,29,75,0,7.4,6,10,2,N ,
18-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,33.5,29,71,0,9.1,5,20,3,N ,
19-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,21.2,34.4,29.1,69,0,9.2,6,30,2,C ,
20-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32,28.4,67,0,10.1,4,60,1,C ,
21-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,32,29,68,0,6.6,4,10,1,C ,
22-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,32.4,29.1,76,0,6.1,6,10,2,N ,
23-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,33.2,28.9,72,0,8,7,20,3,N ,
24-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,31.8,28.5,82,0,8,6,70,1,C ,
25-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,31.3,28.3,82,0,5.7,5,90,1,C ,
26-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,31.4,28.2,79,0.4,1.3,3,10,0,C ,
27-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.2,31.8,28.9,76,0,4.2,6,30,2,C ,
28-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,33.8,29,71,0,2.7,6,30,3,E ,
29-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,32.7,28.6,72,0,8.8,8,30,3,NE,
30-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,33.2,28.7,72,0,8.6,6,40,3,NE,
31-07-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25,33.2,28.4,77,0,7.8,6,60,3,E ,
1/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.4,34,29,75,0,8.8,7,50,4,NE,
2/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.8,29.7,76,0,9,4,100,2,E ,
3/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,34,30,76,0,3.8,6,80,3,E ,
4/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,34,29.5,77,0,9,7,70,3,E ,
5/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,33,29.3,77,0,5.9,6,60,2,C ,
6/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.4,28.9,76,0,9,5,260,1,C ,
7/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.8,29.3,77,0,8.5,5,40,2,SE,
8/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.9,29,81,0,8.9,7,90,3,E ,
9/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.9,29,75,0,8.6,7,70,4,E ,
10/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.8,28.5,78,0,9,6,140,2,NE,
11/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.8,28.8,83,0,8.6,4,30,2,E ,
12/8/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,32.8,28.5,74,0,6.5,8,30,2,C ,
13-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,31.8,27.9,77,0,8.7,6,70,2,C ,
14-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32.5,28.6,77,0,8,7,30,3,E ,
15-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,32,28.4,76,0,8.7,5,20,2,C ,
16-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.4,28.7,76,0,8.2,6,70,2,C ,
17-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32.7,28.2,72,0,7.6,6,40,2,C ,
18-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,32.1,28.7,76,0,8.5,5,20,2,C ,
19-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.3,32.6,28.6,76,0,8.3,6,120,3,E ,
20-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.5,34.2,29.3,74,0,8.6,5,30,3,E ,
21-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.2,29.3,72,0,8.1,7,70,3,E ,
22-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,32.8,29,72,0,7.6,6,50,2,E ,
23-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,31.8,28.8,71,0,8.1,6,30,3,NE,
24-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.7,33,29.2,74,0,9,9,50,3,E ,
25-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.4,28.9,76,0,8.9,6,10,2,NE,
26-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.4,28.9,79,0,8.6,6,10,2,N ,
27-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,32,29.3,79,0,8.1,6,10,2,C ,
28-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.3,28.9,74,0,5.5,5,20,2,NE,
29-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.7,28.9,74,0,5.9,5,60,3,NE,
30-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.5,32.2,28.6,76,0,8.8,7,40,3,C ,
31-08-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32.4,28.5,77,0,9,5,10,1,C ,
1/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.6,31.8,28.2,74,0,8.3,4,170,1,C ,
2/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32.3,29.1,74,0,8.5,5,110,3,E ,
3/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,33.6,29.1,74,0.2,7.7,5,30,2,NE,
4/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.2,33.6,28.3,67,0,6.7,5,40,2,C ,
5/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.4,32.8,28.2,68,0,7.4,7,100,3,C ,
6/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.6,33.2,28.9,73,0,9.3,5,40,2,C ,
7/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,32,28.8,73,0,9.2,5,10,2,N ,
8/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.9,33.1,29.1,77,0,9.3,7,10,3,N ,
9/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.1,32.5,29.1,77,0,8.7,6,20,2,C ,
10/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.5,28.9,71,0,8.2,6,10,2,N ,
11/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.5,29.8,72,0,7.7,6,40,2,NE,
12/9/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,34.8,29.8,70,0,9.1,7,40,3,N ,
13-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.4,29.2,74,0,9.5,5,10,2,N ,
14-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,33.4,28.9,68,0,8.3,6,10,2,N ,
15-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,34,29.5,66,0,9,9,10,3,N ,
16-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33,29.1,72,0,9.4,6,10,2,N ,
17-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,33.4,29.1,73,0,9.6,7,10,2,N ,
18-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.8,29.3,75,0,8.1,4,10,1,C ,
19-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.7,29.8,75,0,7.9,6,10,2,C ,
20-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.8,29.5,73,0,7.4,7,50,2,NE,
21-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,31.5,29.3,74,0,7.7,6,50,2,NE,
22-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.6,29,70,2.5,7,5,50,2,E ,
23-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,32.4,29.1,68,0,8.9,5,50,2,C ,
24-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.2,29.3,76,0,4.6,4,10,1,C ,
25-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,33.2,29.2,70,0,7.6,6,40,2,C ,
26-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.5,29.6,69,0,9.4,7,10,2,C ,
27-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,35,29.5,66,0,9.1,10,70,3,E ,
28-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,35.2,30.3,61,0,8.5,11,80,4,E ,
29-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,36.8,30.8,70,0,7.8,7,100,2,C ,
30-09-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,23.2,32.8,29.5,72,0,9.6,6,30,2,C ,
1/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,32.2,29.3,74,0,8.9,6,30,2,C ,
2/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.8,29.5,74,0,7.7,5,10,2,C ,
3/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.8,29.5,69,0,7.4,6,80,2,C ,
4/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,32.8,29.3,74,0,8.2,6,10,3,NE,
5/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,,33,29.8,75,0,9.5,6,40,3,NE,
6/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,33,30.1,76,0,9.6,5,30,1,C ,
7/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,33.6,30.1,78,0,8.9,4,30,2,NE,
8/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,33.4,30,75,0,8.9,7,70,3,E ,
9/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.9,34.2,29.8,76,0,8.7,6,100,3,E ,
10/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,34.2,30.5,77,0,7.9,6,40,3,E ,
11/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,33.2,30.3,75,0,7.7,5,50,2,NE,
12/10/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.6,34.4,30.3,77,0,,5,100,2,NE,
13-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,33.6,30.6,77,0,8.1,6,40,2,C ,
14-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,33.4,30.4,72,0,7.3,6,60,2,NE,
15-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,35.4,30.9,70,0,8.4,8,60,3,E ,
16-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,,34.6,30.1,76,0,7.5,6,40,2,E ,
17-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,37.2,31,72,0,9.5,9,60,3,C ,
18-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,33.8,30.6,69,0,7.8,5,110,3,E ,
19-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,33.4,30,74,0,9.5,5,40,3,E ,
20-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,32.6,29.7,78,0,8.9,7,40,2,C ,
21-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,33.4,30,75,0,8.1,5,130,2,NE,
22-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,33.5,30.4,74,0,9.5,4,50,1,C ,
23-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,,,,,0,,,,,,
24-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,32.8,29.9,74,0,7.7,5,80,2,E ,
25-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,34,30.2,72,0,6.5,5,50,2,SE,
26-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,34.1,30.3,78,0,6,4,40,1,C ,
27-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,33,29.9,78,0,9.2,5,150,2,C ,
28-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,33.8,30.3,78,0,8.8,6,10,3,NE,
29-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,33.6,29.7,77,0,9.4,4,80,1,C ,
30-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,33.9,31,75,0,9.5,6,50,2,C ,
31-10-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,34,30.6,78,0,9.4,5,170,2,C ,
1/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,33.8,30.2,78,2.5,8.9,7,10,2,C ,
2/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.1,33.6,30.8,77,0,6.4,5,220,1,C ,
3/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,34.2,30.8,77,0,9,5,40,2,C ,
4/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.7,33.4,28.9,83,0,8,5,40,2,S ,
5/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25,32.8,29.3,82,7.5,6.2,5,140,2,C ,
6/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.4,33.2,30.3,79,0.2,3.4,5,60,2,C ,
7/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,33.6,30.6,79,0,7.9,5,340,2,N ,
8/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,33.4,30.8,78,0,8.5,5,300,2,C ,
9/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,33.2,30.3,79,0,8,7,20,2,C ,
10/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,33.8,29.6,82,0,8,6,150,2,C ,
11/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,32.2,29.4,83,10.7,4.2,5,60,2,C ,
12/11/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,33.6,30.2,80,0,4.1,5,40,1,C ,
13-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,35.4,31.3,77,0,8.6,6,60,2,C ,
14-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,33.9,29.4,83,0,9,6,20,2,C ,
15-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.4,33.6,29.9,82,31.2,6,6,50,1,C ,
16-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,34.1,30,81,0,7.2,5,20,1,C ,
17-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.8,30.3,82,29.5,8.8,6,120,2,C ,
18-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,,33.6,29.9,80,0,6.7,4,340,1,C ,
19-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,33.4,30.4,79,0,7,4,40,2,S ,
20-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,34.5,31.2,76,0,8.8,5,120,2,C ,
21-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,34.1,30.4,80,0,6.6,6,40,2,C ,
22-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25,34,30.7,78,30.5,9.3,5,300,2,C ,
23-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,32,29.6,84,0,3.1,5,40,1,C ,
24-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,32.6,28.6,86,0,0.5,4,300,1,C ,
25-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,24.5,28.4,26.1,94,26,2,3,80,1,C ,
26-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,24.4,32.5,29,84,35.5,,4,50,1,C ,
27-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,30.6,28.3,86,12,6.2,5,100,1,C ,
28-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.5,29.5,82,0,0,5,30,2,NE,
29-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,34.2,29.3,84,0.2,2.5,7,50,2,NE,
30-11-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.6,32.6,28.4,87,18.3,8.4,4,340,1,C ,
1/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.6,30.2,27.2,90,3,3.8,5,280,2,C ,
2/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.4,32.4,29.5,84,1.5,0,5,60,2,C ,
3/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32,28.8,85,0,6.8,5,30,2,S ,
4/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.2,28.5,27,88,2.3,3.2,3,280,1,C ,
5/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,24.8,32.5,29.7,81,0,0,5,100,2,C ,
6/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,33.5,29.7,81,0,7.3,5,300,2,C ,
7/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,31.8,29.4,82,0,7.4,5,140,2,C ,
8/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.4,29.8,81,0,1.5,4,120,2,C ,
9/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,31.8,29.2,84,0,5.9,4,40,1,C ,
10/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,31.2,29.1,85,0,0.6,4,50,2,C ,
11/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26,33.5,30.4,80,0,0,5,70,2,C ,
12/12/2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,33.8,30.3,78,0,9.2,5,320,2,C ,
13-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.2,30.6,79,0,6,5,340,2,W ,
14-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,33.9,30.9,77,0,8.5,4,270,2,C ,
15-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.5,34.4,30.8,73,0,9.1,5,310,2,SW,
16-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,34.2,30.5,69,0,7.5,6,300,3,W ,
17-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.8,30.4,72,0,9.2,5,300,2,C ,
18-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,34,30.7,72,0,9.3,7,260,3,W ,
19-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,34.4,30.3,67,0,9.2,6,270,3,W ,
20-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.8,33.6,30.2,66,0,7.8,6,330,2,C ,
21-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,33.4,30.1,69,0,9.2,6,310,2,W ,
22-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.6,32.6,30,74,0,9.4,4,320,2,C ,
23-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,33.4,31,72,0,3.9,5,320,2,C ,
24-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,33.8,30.7,73,0,7.2,5,30,2,C ,
25-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.6,32.7,29,80,0,6.2,4,160,1,C ,
26-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25,31,28.8,82,0,6.2,3,320,1,C ,
27-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,32.8,29.4,80,0,0,4,280,1,C ,
28-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.3,33,30.4,78,0,4.5,5,80,2,C ,
29-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,33.2,29.8,79,0,8.4,4,100,1,C ,
30-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.4,32.4,29.7,79,0,4.6,4,330,1,C ,
31-12-2023,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,32.8,29.1,80,0.2,3.1,4,280,2,C ,Jakarta Utara
1/1/2023,Bandung,Stasiun Geofisika Bandung,20,26.8,22.6,83,5.2,0.2,4,220,1,W ,
2/1/2023,Bandung,Stasiun Geofisika Bandung,19.4,28.8,23.8,75,0,3.3,4,180,2,W ,
