Tanggal,Wilayah,Stasiun,Temperatur minimum,Temperatur maksimum,Temperatur rata-rata,Kelembapan rata-rata,Curah hujan, Lamanya penyinaran matahari ,Kecepatan angin maksimum,Arah angin saat kecepatan maksimum ,Kecepatan angin rata-rata,Arah angin terbanyak,
16-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,26.5,25.1,94,44.4,0.4,5,310,2,E ,
17-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,28.9,26.4,89,90,0,7,300,3,NW,
18-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,30.1,26.4,92,37.7,1.9,3,30,1,E ,
19-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,31.4,27.8,85,7.7,0.8,5,300,2,E ,
20-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,31.2,27.3,87,63.4,3.8,7,300,4,NW,
21-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,29.4,27.4,87,4.7,7.2,7,280,2,E ,
22-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,30.2,27,88,25.7,0,10,250,3,N ,
23-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,30.8,27.1,83,15.8,4.1,3,210,2,E ,
24-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.9,31.2,27.6,86,1,2.3,6,350,2,SE,
25-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.7,30.4,27.4,86,1,8.8,8,320,4,NW,
26-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,29,26.5,90,2.4,5.5,10,270,3,W ,
27-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,31.6,27.3,84,13.9,0,3,280,1,SE,
28-02-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,31.8,27.8,82,0,6.6,5,270,2,W ,
1/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.8,28,25.2,91,28.1,7.5,10,290,4,E ,
2/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,30.7,26.1,84,51.8,0,6,240,2,E ,
3/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.9,30.6,27.3,83,28.9,4.9,3,100,1,W ,
4/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,29.9,27.1,85,0,4.8,5,300,2,N ,
5/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.3,30.6,27.5,81,0,4.8,7,300,4,NW,
6/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,28.4,26.4,88,36.3,6.8,8,240,2,E ,
7/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,29.6,26.5,85,2.5,0,4,330,2,E ,
8/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,31.8,27.9,82,6.3,2.6,4,300,2,NW,
9/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,31.6,28,79,0,8.9,4,280,2,W ,
10/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.5,31.5,28,78,0,8.9,3,290,2,W ,
11/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.7,31.8,28.4,80,0,9.8,4,250,2,W ,
12/3/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,31.9,28.4,76,0,9.9,3,260,2,E ,
13-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.2,30.8,27.9,77,0,9.8,5,290,2,NW,
14-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,31,26.9,86,2.9,5.8,4,300,2,E ,
15-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,31.6,27.6,84,0,1.9,5,290,2,SE,
16-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.9,32.8,28.1,80,4.1,6.6,3,220,2,S ,
17-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,32.2,28.6,82,0,10,6,330,2,SE,
18-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,22.8,,,,0,9.3,4,330,3,N ,
19-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,,32.5,,,0.6,3.5,4,300,2,E ,
20-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.3,32.2,28.3,83,0,8.4,7,10,2,E ,
21-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23,30.6,27.9,80,0,4.2,6,300,2,E ,
22-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,32.2,28.6,79,0,1.2,5,300,2,SE,
23-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,22,32.8,28.7,78,0,6.5,4,300,2,SE,
24-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,33,28.5,81,0,8.5,5,250,2,E ,
25-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,32.2,28.2,82,0.2,7,5,290,2,W ,
26-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,31,27.7,84,0,5.2,6,270,2,E ,
27-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,32,27.9,80,12.4,3.1,3,300,2,E ,
28-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,30.4,27.1,87,5.9,7.2,8,280,2,E ,
29-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,30.4,27.1,85,8.9,0.3,6,240,1,SE,
30-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,32.6,27.5,82,0.8,1.2,5,260,2,E ,
31-03-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.9,31.4,27.3,83,0.6,7.2,8,280,2,E ,
1/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,30.2,25.8,90,12.4,6.5,5,240,2,E ,
2/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,23,30.8,27.4,84,6.7,1.6,6,30,2,E ,
3/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.8,31,26.8,83,34,4.5,4,40,1,E ,
4/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,30.2,27.4,84,1,4.3,7,310,3,E ,
5/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.9,30.6,27.2,80,3.5,1.5,4,310,2,SE,
6/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,32.6,28.1,77,0,1,4,300,2,W ,
7/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,30.2,26.4,86,0,8.8,8,300,2,E ,
8/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,30.8,,,41.4,2.5,5,40,2,E ,
9/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,30.7,26.4,89,29.7,1.3,7,280,2,E ,
10/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,29,26.2,90,26.1,0.7,7,300,3,E ,
11/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,30,26.7,95,51,0,6,320,2,E ,
12/4/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,31,27.4,92,33.7,0,4,40,2,E ,
13-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,32.8,28.5,86,3,7.6,4,300,2,E ,
14-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,31.6,28.4,85,0,8.8,3,280,2,E ,
15-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,33,29,81,0,8.8,4,310,2,NW,
16-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,31.8,28.3,84,0,0,3,300,2,SE,
17-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,32.8,28.6,90,0,0,4,290,2,SE,
18-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,33.2,29,83,0,6.8,4,300,2,SE,
19-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,32.8,28.7,85,0,6.8,4,250,2,SE,
20-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,,,,,0,,,,,,
21-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,33.8,29.4,81,0,10,4,250,2,SE,
22-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,33,,,0,8.1,4,300,2,NW,
23-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,33.6,29.3,81,0,10.1,4,280,2,E ,
24-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,33.4,29.3,78,0,10.1,5,270,2,E ,
25-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,33.2,29,75,0,10.2,5,300,2,E ,
26-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,34,28.6,80,0,8.6,4,260,2,E ,
27-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,32.8,28.6,83,1,8.1,3,30,2,SE,
28-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,32.4,28.8,76,0.5,5.1,3,250,2,E ,
29-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,32.6,28.6,83,0,5.9,4,290,2,SE,
30-04-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,32.4,28.3,77,1,3,3,280,2,E ,
1/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,33.6,29.2,76,0,8,4,240,2,SE,
2/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,33,29.4,78,0,9.1,4,250,2,E ,
3/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,33.9,29.4,74,0,7.9,4,240,2,SW,
4/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.7,30.2,27.8,86,0.9,9,4,290,1,E ,
5/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,32.9,29.2,77,2.5,0.1,3,300,2,E ,
6/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,33.4,29.4,76,0,6,5,250,2,SE,
7/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.7,34.2,29.7,74,19.5,10.3,5,240,2,NE,
8/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,31.8,28.1,86,0,9.3,4,320,2,N ,
9/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,32.2,28.6,81,34.6,1.9,3,230,1,SE,
10/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.1,32.4,27.9,86,0.5,2.5,5,310,2,SE,
11/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,33.4,28.6,82,10.3,6.1,5,250,2,SE,
12/5/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,33.2,29.6,73,0,6.6,4,250,2,SE,
13-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,33.8,28.9,72,0,10.3,3,260,2,SE,
14-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,34,29.3,74,0,9.5,5,220,3,S ,
15-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,33.6,29.3,74,0,6.7,5,220,2,S ,
16-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,33.2,28.7,79,0,5.4,5,220,2,E ,
17-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,32,29.1,77,0,5,4,240,2,SE,
18-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,32.2,,,0,6.4,4,240,2,E ,
19-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,32.8,29,78,0,10.1,5,240,2,E ,
20-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,32.6,28.7,73,0,10.2,4,240,2,SE,
21-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,33.2,29,71,0,7.8,4,240,2,SE,
22-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.9,32.2,28.3,78,0,10.2,4,300,2,SE,
23-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,31,28,74,0,7.2,3,30,1,SE,
24-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.3,33.8,28.7,74,0,1.1,5,240,2,E ,
25-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,27,32.2,29.4,76,0,8.3,4,280,2,W ,
26-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,27.3,32.6,29.3,76,0,6.7,4,290,2,W ,
27-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,33,29.1,72,0,10.4,4,280,2,E ,
28-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,33.4,29.1,73,0,8.9,5,40,2,E ,
29-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,33.2,28.7,66,0,9.5,4,250,2,E ,
30-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,33.2,28.7,69,0,9.2,4,290,2,W ,
31-05-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,32.2,29.6,73,0,10.7,3,270,1,C ,
1/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,27,33.8,29.7,75,0.1,5.5,5,240,2,SW,
2/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,33.6,28.9,81,0,7.4,4,230,2,SE,
3/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,33.6,29.8,72,15.4,6.5,4,240,2,SE,
4/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.8,32.2,28.7,78,0,5.2,5,50,2,E ,
5/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,33.4,28.9,79,0,1.8,4,230,2,W ,
6/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.1,33,29.1,74,0,8,4,250,2,W ,
7/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,33,28.3,72,0,10.6,4,230,2,SE,
8/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,32.6,29,73,0,10.4,11,120,2,SE,
9/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.5,32.7,28.3,78,0,10.6,4,220,2,SE,
10/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.9,31.2,28.2,78,0,2.5,3,280,1,E ,
11/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,,32.2,,,7.3,1.1,3,310,1,C ,
12/6/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,32.2,28.7,74,0,0,4,280,2,W ,
13-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.1,33.6,28.4,75,0,8.6,4,250,2,W ,
14-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.9,32,29.1,74,0,5.5,5,250,2,E ,
15-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,33.8,28.8,72,0,4.9,4,240,2,SE,
16-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,31.9,27.7,72,0,9.5,4,250,2,SE,
17-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,31.8,28.9,73,0,10.2,4,300,2,E ,
18-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,31.8,28.3,77,0,6.7,5,240,2,E ,
19-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,32.4,28.2,76,0,3.1,5,250,2,E ,
20-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.9,31.5,28.1,80,0,5.7,4,240,2,NE,
21-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.7,34.6,29.2,67,0,4.7,4,270,2,S ,
22-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,32.2,28,74,0,8.7,4,250,2,W ,
23-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.5,31.5,28,74,0,10.1,3,110,1,E ,
24-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,32,28.5,76,0,4.5,3,250,2,E ,
25-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,32,28.6,76,0,6,4,290,2,C ,
26-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.3,32,27.7,83,0,1.8,4,250,2,W ,
27-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,32.4,27.3,82,11.6,8.1,5,310,2,E ,
28-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,31,27.1,84,5.8,6.2,3,220,1,E ,
29-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,33.2,27.9,80,0,0,3,120,2,SE,
30-06-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,32.4,28.7,79,0,8.6,5,250,2,E ,
1/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,27.2,32.6,29.2,78,0,10.2,3,300,2,E ,
2/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,33.7,28.1,81,0,7,4,230,2,E ,
3/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,31.5,27.6,84,0,8.1,4,290,2,W ,
4/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.7,30.6,27.8,82,17.6,4.1,3,20,1,E ,
5/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,32.8,28.6,77,0,0,4,280,2,E ,
6/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,32.2,29.1,78,0,9.5,4,250,2,W ,
7/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.5,32.3,29.1,78,1.3,10.1,3,260,1,W ,
8/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,27.1,33.4,29.5,71,0,5.6,5,40,2,SE,
9/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,32.2,28.5,77,1,4.5,5,250,2,W ,
10/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,34,28.8,74,0,8.5,5,230,2,SE,
11/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,33.6,27.8,71,0,8,4,280,2,SE,
12/7/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,32,28.2,76,0,8.1,4,310,2,W ,
13-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,29.4,27.1,89,11.1,5.9,3,320,1,SE,
14-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,30.4,27.7,80,0,0.1,4,260,2,SE,
15-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,32.4,27.8,78,0,0,4,240,2,SE,
16-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,33,27.1,78,0,9.5,5,220,2,SE,
17-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,22.8,32.9,27.2,69,35.7,4.4,5,290,2,NW,
18-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.5,33.2,28.4,73,0,9.5,4,240,2,SE,
19-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,31.6,28,75,0,4.5,3,250,2,W ,
20-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,34.6,28.6,71,0,10.1,4,220,2,SE,
21-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,35,28.9,74,0,8.8,4,220,2,SE,
22-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.6,32.3,28.8,71,0,10.2,4,290,2,E ,
23-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.3,32,28,73,0,9.9,4,280,2,W ,
24-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,31.2,27.4,70,0,10.1,4,250,2,W ,
25-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,32.4,27.5,72,0,8.8,5,230,2,E ,
26-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,32,27.4,71,0,9.4,5,230,2,E ,
27-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.1,34.2,27.9,70,0,10,5,30,2,E ,
28-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,32.4,27.4,70,0,9.8,4,280,2,W ,
29-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.7,32.2,27.8,68,0,10.1,5,250,2,SE,
30-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.4,32.2,27.8,74,0,10.2,4,240,2,W ,
31-07-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,32.4,28,72,0,10.1,5,240,2,W ,
1/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,32,28.1,75,0,10.2,5,250,2,W ,
2/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,32.2,27.5,72,0,10.3,5,240,2,W ,
3/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.3,33,27.9,78,0,9.3,5,240,2,SE,
4/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.7,31,27.9,85,0,9.3,4,250,2,C ,
5/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.6,31.4,28.4,76,0,9.2,4,270,2,SE,
6/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,32.1,28,72,0,9.2,5,240,2,E ,
7/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.3,31,27.4,72,0,10.3,5,250,2,E ,
8/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.6,31.4,26.6,68,0,10.1,5,240,2,W ,
9/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,32.4,27.9,66,0,10.5,5,270,2,E ,
10/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,32.2,27.6,69,0,10.3,6,20,2,E ,
11/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.3,30.8,27.6,68,0,10.3,6,280,2,W ,
12/8/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,31.4,27.4,64,0,10.1,5,250,2,SE,
13-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.6,30.8,26.9,70,0,10.1,5,250,2,W ,
14-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.7,31.3,27.2,68,0,10.1,5,250,2,W ,
15-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.5,32,28,65,0,9.2,5,250,2,W ,
16-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,31.4,27.7,71,0,9.7,5,250,2,W ,
17-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,32.8,27.5,69,0,10.1,5,240,2,SE,
18-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,32.9,27.9,70,0,7.6,5,230,2,E ,
19-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,31.4,27.6,64,0,10.1,5,60,2,W ,
20-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,31.8,27.8,68,0,7.4,5,250,3,SE,
21-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.5,32,28.3,62,0,10.3,5,220,2,E ,
22-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.8,32.8,27.9,64,0,10.2,5,230,2,SE,
23-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,,,,,0,,,,,,
24-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.9,32.2,29,76,0,9.7,5,240,2,W ,
25-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26,32,28.3,70,0,9.3,5,290,2,E ,
26-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,33,28.2,65,0,10.3,5,250,2,C ,
27-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,32.6,27.6,71,0,10,5,250,2,W ,
28-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,32,28,64,0,10.1,5,270,2,W ,
29-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,32.2,27.7,68,0,10.2,5,260,2,W ,
30-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.7,33,28.2,67,0,10.2,6,40,2,W ,
31-08-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,32.6,28,62,0,10.1,5,260,2,E ,
1/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,23.7,32.2,27.5,61,0,10.1,6,250,2,SE,
2/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,32.8,28,58,0,10.5,6,250,2,E ,
3/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,32.4,28.2,58,0,10,4,260,2,W ,
4/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,33.8,28.1,65,0,10.1,6,260,2,W ,
5/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,31.6,28.3,72,0,10,5,260,2,W ,
6/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.3,34,28.8,65,0,10,5,240,2,E ,
7/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,32.4,,,0,10,5,250,2,SE,
8/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.4,33.7,28.4,65,0,9.8,5,240,2,SW,
9/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,33.2,29.1,65,0,10,5,220,2,C ,
10/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,32,28.6,72,0,9,5,250,2,SW,
11/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.4,34.2,29.6,70,0,8.8,7,60,3,E ,
12/9/2023,Makassar,Stasiun Meteorologi Maritim Paotere,28.1,34,29.9,66,0,9.9,5,240,2,E ,
13-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.8,33.2,28.8,62,0,6.1,5,220,2,E ,
14-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,33.6,29.3,62,0,9.9,5,250,2,W ,
15-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,32.3,28.9,66,0,9.9,5,250,2,W ,
16-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,33.2,29.1,68,0,9.7,5,260,3,W ,
17-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,32.4,29.1,68,0,9.8,5,260,2,W ,
18-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.1,33.8,29.1,62,0,10,5,250,2,SW,
19-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.8,33.2,29.2,65,0,9.9,4,240,2,E ,
20-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,26.2,34.2,29.7,60,0,10,4,260,2,E ,
21-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,33,29,66,0,10,7,320,2,SE,
22-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,34.8,29.2,54,0,10,5,30,2,SE,
23-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,33,29,67,0,10,4,240,2,SE,
24-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,33.6,28.9,68,0,10,4,220,2,S ,
25-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25,33.8,29.1,58,0,10,4,240,2,SW,
26-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,32.8,28.3,61,0,10.1,5,280,2,W ,
27-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.2,32.4,28.2,64,0,10,5,250,2,W ,
28-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.1,33.4,28.4,67,0,10.2,5,250,2,W ,
29-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24.6,33.2,28.2,65,0,10.1,5,250,2,SE,
30-09-2023,Makassar,Stasiun Meteorologi Maritim Paotere,24,34,29.6,62,0,,5,230,2,SW,
1/10/2023,Makassar,Stasiun Meteorologi Maritim Paotere,25.2,34.8,28.7,64,0,10.3,4,260,2,SE,
